Distance	Time																																																	
	0.25	0.5	0.75	1	1.25	1.5	1.75	2	2.25	2.5	2.75	3	3.25	3.5	3.75	4	4.25	4.5	4.75	5	5.25	5.5	5.75	6	6.25	6.5	6.75	7	7.25	7.5	7.75	8	8.25	8.5	8.75	9	9.25	9.5	9.75	10	10.25	10.5	10.75	11	11.25	11.5	11.75	12	12.25	12.5
0	0.769134245	0.769521232	0.769423397	0.769460421	0.769586735	0.77008247	0.770025806	0.771148025	0.770458086	0.770131176	0.770663995	0.770020059	0.770725751	0.770609587	0.77017226	0.770125109	0.770383055	0.770183431	0.769535085	0.770179666	0.770302146	0.769477632	0.769292205	0.769010233	0.768597107	0.768932797	0.768975893	0.769405004	0.769225175	0.768804836	0.768786244	0.768813084	0.768859341	0.769435501	0.769006565	0.768543937	0.769648868	0.768810279	0.769081182	0.768489225	0.769140364	0.769646247	0.769520788	0.769824739	0.769292895	0.769741483	0.769482398	0.769366439	0.76992469	0.769321276
1499	0.619739443	0.620076179	0.620080642	0.620548032	0.620659495	0.620430378	0.62012234	0.62004535	0.620391283	0.621109218	0.620743951	0.620960156	0.620930069	0.621140136	0.620953892	0.621225748	0.620697767	0.620548649	0.620202594	0.620302469	0.620411469	0.620005298	0.620252314	0.6193415	0.619746235	0.619069917	0.619499859	0.619791978	0.619051198	0.619174776	0.619237186	0.619387592	0.61980067	0.619505262	0.619852632	0.619883361	0.619760254	0.619720832	0.619834724	0.619384726	0.619772257	0.619633956	0.619647987	0.619699745	0.620476774	0.620279019	0.619702656	0.619810566	0.620659437	0.620405805
4191	0.591014743	0.590375421	0.590821908	0.590853878	0.591606516	0.590745681	0.591388405	0.590830078	0.591331477	0.591238092	0.590986959	0.591452452	0.591342783	0.591196645	0.591950381	0.591845932	0.591163049	0.591076414	0.590086345	0.59035967	0.590219631	0.590718791	0.590167221	0.589725097	0.58953239	0.589896345	0.589173871	0.589708527	0.58941642	0.589119654	0.589728199	0.589589686	0.588980485	0.590241564	0.589796883	0.589342326	0.589419058	0.58987275	0.590055147	0.590075344	0.590195697	0.590299871	0.590619922	0.589853682	0.590455505	0.590928983	0.590513925	0.590602899	0.590750114	0.590981499
6624	0.314295733	0.31434531	0.314353088	0.314515143	0.314442207	0.314792525	0.314582652	0.314768011	0.314705277	0.314946097	0.314896153	0.314839015	0.314958114	0.315003848	0.315015423	0.314847282	0.314709602	0.314510923	0.314392492	0.3139409	0.314106813	0.314109422	0.314065887	0.313763337	0.313688072	0.313823896	0.313724618	0.313816055	0.313732754	0.313711458	0.314045967	0.313801956	0.313809693	0.3138201	0.313906042	0.314108195	0.314064898	0.313841517	0.314284137	0.314094376	0.314243642	0.314204501	0.314418907	0.314547435	0.314105755	0.314455978	0.314632011	0.314575608	0.314636857	0.314368711
9851	1.186268646	1.186606945	1.186990398	1.186595396	1.186968943	1.187145307	1.187385233	1.187721888	1.188265968	1.188171235	1.188540371	1.189148792	1.188988202	1.189533021	1.189022343	1.188114518	1.187197205	1.186398626	1.185750357	1.185181303	1.184720121	1.184780885	1.184544422	1.183983835	1.183980277	1.183826182	1.184061458	1.18338987	1.183398098	1.184240682	1.184301958	1.183669798	1.184470575	1.184002406	1.18397995	1.184191671	1.184612275	1.185098274	1.185119458	1.186279596	1.185663945	1.185443838	1.185913342	1.186376231	1.186594991	1.186017967	1.187182467	1.187285158	1.187185081	1.18752395
11321	0.772932472	0.772763129	0.773004454	0.772880557	0.77321451	0.773593043	0.773496953	0.773281893	0.774004901	0.773763203	0.774302527	0.774621122	0.77429403	0.774585823	0.773468135	0.77349999	0.772519382	0.77228866	0.771925453	0.771450346	0.770966696	0.770895048	0.770731267	0.770676058	0.771070908	0.770325191	0.77049492	0.770711377	0.770682169	0.771107769	0.770733922	0.771250563	0.770912529	0.770720128	0.771123447	0.771501526	0.771872177	0.771606645	0.771862702	0.772155616	0.772101255	0.772184202	0.772490966	0.772341282	0.773043334	0.772954309	0.773519179	0.773252175	0.773410786	0.773710915
13580	0.911687966	0.911819985	0.911848868	0.912385215	0.912346165	0.912654135	0.912744999	0.913160517	0.913062938	0.91305194	0.913436445	0.913077118	0.913757715	0.913512521	0.913023863	0.912184908	0.911679603	0.911084166	0.911062025	0.910243885	0.909965802	0.909845041	0.909560342	0.909843971	0.909580416	0.909383167	0.909503355	0.909081263	0.909550571	0.9094845	0.909581909	0.909113919	0.909978596	0.909849626	0.909778217	0.910026171	0.91059984	0.91067637	0.910874434	0.911224894	0.910913587	0.911446721	0.911069713	0.911871177	0.911592626	0.912244805	0.912055024	0.912503691	0.912355762	0.912558299
16112	0.529385972	0.529438516	0.529349001	0.52933236	0.52939756	0.529711095	0.529921099	0.52990073	0.530211867	0.530022037	0.530114661	0.530538167	0.530697875	0.529918825	0.530173214	0.529337853	0.529328989	0.528799776	0.52844549	0.52813438	0.527870425	0.527951808	0.527485075	0.52813593	0.527500086	0.527821038	0.527491188	0.527147315	0.527791326	0.52778454	0.527583077	0.528168836	0.527588163	0.527824965	0.528059461	0.527950892	0.528412436	0.528740685	0.528901031	0.528675451	0.529033924	0.528752348	0.528746171	0.528799853	0.529282114	0.529490279	0.529350378	0.529623949	0.529533486	0.530018506
19042	0.669711082	0.66966019	0.669656609	0.669596678	0.669317663	0.670032678	0.670486862	0.671005179	0.6704949	0.670971347	0.669846872	0.670878794	0.670260952	0.670175093	0.669273731	0.668551543	0.668689116	0.667983812	0.667560242	0.667066794	0.667132087	0.666890314	0.667391994	0.666929464	0.667501815	0.667807007	0.666764564	0.667503205	0.667571316	0.666766551	0.667194162	0.66707883	0.667114057	0.667603064	0.667165705	0.667581578	0.667396744	0.668681532	0.668095155	0.668526092	0.66861654	0.669227605	0.669203271	0.669629841	0.669355841	0.669846539	0.669392166	0.669470566	0.669892795	0.670069967
